uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
x-men:_blue_vol_1_16~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/X-Men_Blue_Vol_1_16.jpg/revision/latest/scale-to-width-down/300","title":"X-Men: Blue  #16","slug":"X-Men:_Blue_Vol_1_16"}|{"supporting_chars":[{"id":"max_eisenhardt","slug":"Max_Eisenhardt","name":"Magneto (Erik Lehnsherr)"},{"id":"lorna_dane","slug":"Lorna_Dane","name":"Polaris (Lorna Dane)"},{"id":"danger","slug":"Danger","name":"Danger"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men (Blue Team)"},{"id":"scott_summers","slug":"Scott_Summers","name":"Cyclops (Scott Summers)"},{"id":"ororo_munroe","slug":"Ororo_Munroe","name":"Bloodstorm (Ororo Munroe)"},{"id":"robert_drake","slug":"Robert_Drake","name":"Iceman (Bobby Drake)"},{"id":"james_hudson_jr.","slug":"James_Hudson_Jr.","name":"Jimmy Hudson"},{"id":"warren_worthington_iii","slug":"Warren_Worthington_III","name":"Angel (Warren Worthington III)"},{"id":"jean_grey","slug":"Jean_Grey","name":"Marvel Girl (Jean Grey)"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Hank McCoy)"}],"races_species":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"vampires","slug":"Vampires","name":"Vampires"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"mutant_robots","slug":"Mutant_Robots","name":"Mutant Robots"},{"id":"dinosaurs","slug":"Dinosaurs","name":"Dinosaurs"},{"id":"pterosaurs","slug":"Pterosaurs","name":"Pterosaurs"}]}|{"title":"X-Men: Blue  #16","featured_chars":["X-Men (Blue Team)","Cyclops (Scott Summers)","Bloodstorm (Ororo Munroe)","Iceman (Bobby Drake)","Jimmy Hudson","Angel (Warren Worthington III)","Marvel Girl (Jean Grey)","Beast (Hank McCoy)"],"supporting_chars":["Magneto (Erik Lehnsherr)","Polaris (Lorna Dane)","Danger"],"races_species":["Mutants","Vampires","Humans","Mutant Robots","Dinosaurs","Pterosaurs"]}|[]|["X-Men: Blue  #16"]|
invincible_iron_man_vol_1_596~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/de/Invincible_Iron_Man_Vol_1_596.jpg/revision/latest/scale-to-width-down/300","title":"Invincible Iron Man  #596","slug":"Invincible_Iron_Man_Vol_1_596"}|{"supporting_chars":[{"id":"anthony_stark_(third_a.i.)","slug":"Anthony_Stark_(Third_A.I.)","name":"Tony Stark (A.I.)"},{"id":"mrs._williams","slug":"Mrs._Williams","name":"Mrs. Williams"},{"id":"xavier_king","slug":"Xavier_King","name":"Xavier King"},{"id":"howard_stark","slug":"Howard_Stark","name":"Howard Stark"}],"antagonists":[{"id":"melina_vostokoff","slug":"Melina_Vostokoff","name":"Iron Maiden (Melina Vostokoff)"}],"featured_chars":[{"id":"riri_williams","slug":"Riri_Williams","name":"Ironheart (Riri Williams)"},{"id":"victor_von_doom","slug":"Victor_von_Doom","name":"Iron Man (Victor von Doom)"},{"id":"stark_industries","slug":"Stark_Industries","name":"Stark Enterprises"},{"id":"anthony_stark","slug":"Anthony_Stark","name":"Tony Stark"},{"id":"amanda_armstrong","slug":"Amanda_Armstrong","name":"Amanda Armstrong"},{"id":"mary_jane_watson","slug":"Mary_Jane_Watson","name":"Mary Jane Watson"},{"id":"friday","slug":"Friday","name":"Friday"}],"races_species":[{"id":"robots","slug":"Robots","name":"Robots"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"dogs","slug":"Dogs","name":"Dogs"},{"id":"demons","slug":"Demons","name":"Demons"},{"id":"human-vampire_hybrids","slug":"Human-Vampire_Hybrids","name":"Human-Vampire Hybrids"}]}|{"title":"Invincible Iron Man  #596","featured_chars":["Ironheart (Riri Williams)","Iron Man (Victor von Doom)","Stark Enterprises","Tony Stark","Amanda Armstrong","Mary Jane Watson","Friday"],"supporting_chars":["Tony Stark (A.I.)","Mrs. Williams","Xavier King","Howard Stark"],"antagonists":["Iron Maiden (Melina Vostokoff)"],"races_species":["Robots","Humans","Dogs","Demons","Human-Vampire Hybrids"]}|[]|["Invincible Iron Man  #596"]|
falcon_vol_2_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/46/Falcon_Vol_2_4.jpg/revision/latest/scale-to-width-down/300","title":"Falcon Vol 2 #4","slug":"Falcon_Vol_2_4"}|{"supporting_chars":[{"id":"rayshaun_lucas","slug":"Rayshaun_Lucas","name":"Patriot (Shaun Lucas)"},{"id":"matthew_hawk","slug":"Matthew_Hawk","name":"Two-Gun Kid (Matt Hawk)"},{"id":"jericho_drumm","slug":"Jericho_Drumm","name":"Doctor Voodoo (Jericho Drumm)"},{"id":"daimon_hellstrom","slug":"Daimon_Hellstrom","name":"Son of Satan (Daimon Hellstrom)"},{"id":"joaquin_torres","slug":"Joaquin_Torres","name":"Falcon (Joaquin Torres)"}],"antagonists":[{"id":"demons","slug":"Demons","name":"Demons"},{"id":"mephisto","slug":"Mephisto","name":"Mephisto"},{"id":"blackheart","slug":"Blackheart","name":"Blackheart"},{"id":"southstone_rangers","slug":"Southstone_Rangers","name":"Southstone Rangers"},{"id":"dray_(gangster)","slug":"Dray_(Gangster)","name":"Dray"}],"featured_chars":[{"id":"samuel_wilson","slug":"Samuel_Wilson","name":"Falcon (Sam Wilson)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"falcons","slug":"Falcons","name":"Falcons"},{"id":"demons","slug":"Demons","name":"Demons"},{"id":"human-demon_hybrids","slug":"Human-Demon_Hybrids","name":"Human-Demon Hybrids"},{"id":"human-vampire_hybrids","slug":"Human-Vampire_Hybrids","name":"Human-Vampire Hybrids"},{"id":"cosmic_cube","slug":"Cosmic_Cube","name":"Cosmic Cubes"}]}|{"title":"Falcon Vol 2 #4","featured_chars":["Falcon (Sam Wilson)"],"supporting_chars":["Patriot (Shaun Lucas)","Two-Gun Kid (Matt Hawk)","Doctor Voodoo (Jericho Drumm)","Son of Satan (Daimon Hellstrom)","Falcon (Joaquin Torres)"],"antagonists":["Demons","Mephisto","Blackheart","Southstone Rangers","Dray"],"races_species":["Humans","Falcons","Demons","Human-Demon Hybrids","Human-Vampire Hybrids","Cosmic Cubes"]}|[]|["Falcon Vol 2 #4"]|
old_man_logan_vol_2_34~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/3/35/Old_Man_Logan_Vol_2_34.jpg/revision/latest/scale-to-width-down/300","title":"Old Man Logan Vol 2 #34","slug":"Old_Man_Logan_Vol_2_34"}|{"supporting_chars":[{"id":"mariko_yashida","slug":"Mariko_Yashida","name":"Scarlet Samurai (Mariko Yashida)"}],"antagonists":[{"id":"hand","slug":"Hand","name":"The Hand"},{"id":"tomi_shishido","slug":"Tomi_Shishido","name":"Gorgon (Tomi Shishido)"}],"featured_chars":[{"id":"james_howlett","slug":"James_Howlett","name":"Logan"}],"races_species":[{"id":"demons","slug":"Demons","name":"Demons"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"}]}|{"title":"Old Man Logan Vol 2 #34","featured_chars":["Logan"],"supporting_chars":["Scarlet Samurai (Mariko Yashida)"],"antagonists":["The Hand","Gorgon (Tomi Shishido)"],"races_species":["Demons","Humans","Mutants"]}|[]|["Old Man Logan Vol 2 #34"]|
punisher_max:_the_platoon_vol_1_5~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/5d/Punisher_MAX_The_Platoon_Vol_1_5.jpg/revision/latest/scale-to-width-down/300","title":"Punisher MAX: The Platoon  #5","slug":"Punisher_MAX:_The_Platoon_Vol_1_5"}|{"supporting_chars":[{"id":"united_states_marine_corps","slug":"United_States_Marine_Corps","name":"U.S. Marine Corps"},{"id":"bago?action=edit&redlink=1","slug":"Bago?action=edit&redlink=1","name":"Corporal Bago"},{"id":"capa?action=edit&redlink=1","slug":"Capa?action=edit&redlink=1","name":"Corpsman Capa"},{"id":"dryden?action=edit&redlink=1","slug":"Dryden?action=edit&redlink=1","name":"Sergeant Dryden"},{"id":"molland?action=edit&redlink=1","slug":"Molland?action=edit&redlink=1","name":"Molland"},{"id":"fish?action=edit&redlink=1","slug":"Fish?action=edit&redlink=1","name":"Fish"},{"id":"gleed?action=edit&redlink=1","slug":"Gleed?action=edit&redlink=1","name":"Chief Warrant Officer Gleed"},{"id":"ortega?action=edit&redlink=1","slug":"Ortega?action=edit&redlink=1","name":"Ortega"},{"id":"purnell?action=edit&redlink=1","slug":"Purnell?action=edit&redlink=1","name":"Purnell"}],"antagonists":[{"id":"viet_cong?action=edit&redlink=1","slug":"Viet_Cong?action=edit&redlink=1","name":"Charlie (Vi\u1ec7t C\u1ed9ng)"},{"id":"ly_quang?action=edit&redlink=1","slug":"Ly_Quang?action=edit&redlink=1","name":"Commander Ly Quang"}],"featured_chars":[{"id":"frank_castle","slug":"Frank_Castle","name":"Second Lieutenant Frank Castle"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"}]}|{"title":"Punisher MAX: The Platoon  #5","featured_chars":["Second Lieutenant Frank Castle"],"supporting_chars":["U.S. Marine Corps","Corporal Bago","Corpsman Capa","Sergeant Dryden","Molland","Fish","Chief Warrant Officer Gleed","Ortega","Purnell"],"antagonists":["Charlie (Vi\u1ec7t C\u1ed9ng)","Commander Ly Quang"],"races_species":["Humans"]}|[]|["Punisher MAX: The Platoon  #5"]|
spider-gwen_vol_2_28~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/44/Spider-Gwen_Vol_2_28.jpg/revision/latest/scale-to-width-down/300","title":"Spider-Gwen Vol 2 #28","slug":"Spider-Gwen_Vol_2_28"}|{"supporting_chars":[{"id":"mary_janes","slug":"Mary_Janes","name":"The Mary Janes"},{"id":"elizabeth_brant","slug":"Elizabeth_Brant","name":"Betty Brant"},{"id":"mary_jane_watson","slug":"Mary_Jane_Watson","name":"Em Jay Watson"},{"id":"gloria_grant","slug":"Gloria_Grant","name":"Gloria Grant"}],"antagonists":[{"id":"richie_rogers?action=edit&redlink=1","slug":"Richie_Rogers?action=edit&redlink=1","name":"Officer Richie Rogers"},{"id":"hand","slug":"Hand","name":"The Hand"},{"id":"matthew_murdock","slug":"Matthew_Murdock","name":"Kingpin (Matt Murdock)"},{"id":"kirigi?action=edit&redlink=1","slug":"Kirigi?action=edit&redlink=1","name":"Kirigi"},{"id":"samura?action=edit&redlink=1","slug":"Samura?action=edit&redlink=1","name":"Samura"},{"id":"otomo","slug":"Otomo","name":"Otomo"}],"featured_chars":[{"id":"gwendolyne_stacy","slug":"Gwendolyne_Stacy","name":"Venom (Gwen Stacy)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"klyntar_(race)","slug":"Klyntar_(Race)","name":"Klyntar"}]}|{"title":"Spider-Gwen Vol 2 #28","featured_chars":["Venom (Gwen Stacy)"],"supporting_chars":["The Mary Janes","Betty Brant","Em Jay Watson","Gloria Grant"],"antagonists":["Officer Richie Rogers","The Hand","Kingpin (Matt Murdock)","Kirigi","Samura","Otomo"],"races_species":["Humans","Klyntar"]}|[]|["Spider-Gwen Vol 2 #28"]|
black_panther:_long_live_the_king_vol_1_3~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/cc/Black_Panther_Long_Live_The_King_Vol_1_3.jpg/revision/latest/scale-to-width-down/300","title":"Black Panther: Long Live The King  #3","slug":"Black_Panther:_Long_Live_The_King_Vol_1_3"}|{"supporting_chars":[{"id":"kantu","slug":"Kantu","name":"Kantu"},{"id":"hatut_zeraze","slug":"Hatut_Zeraze","name":"Hatut Zeraze"},{"id":"bukola?action=edit&redlink=1","slug":"Bukola?action=edit&redlink=1","name":"Bukola"},{"id":"jidenu?action=edit&redlink=1","slug":"Jidenu?action=edit&redlink=1","name":"Jinadu"}],"antagonists":[{"id":"white_gorilla_cult","slug":"White_Gorilla_Cult","name":"White Gorilla Cult"},{"id":"baron_macabre","slug":"Baron_Macabre","name":"Baron Macabre"},{"id":"m%27baku","slug":"M%27Baku","name":"Man-Ape (M'Baku)"}],"featured_chars":[{"id":"t%27challa","slug":"T%27Challa","name":"Black Panther (King T'Challa)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"robots","slug":"Robots","name":"Robots"}]}|{"title":"Black Panther: Long Live The King  #3","featured_chars":["Black Panther (King T'Challa)"],"supporting_chars":["Kantu","Hatut Zeraze","Bukola","Jinadu"],"antagonists":["White Gorilla Cult","Baron Macabre","Man-Ape (M'Baku)"],"races_species":["Humans","Robots"]}|[]|["Black Panther: Long Live The King  #3"]|
star_wars:_doctor_aphra_vol_1_16~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d5/Star_Wars_Doctor_Aphra_Vol_1_16.jpg/revision/latest/scale-to-width-down/300","title":"Star Wars: Doctor Aphra  #16","slug":"Star_Wars:_Doctor_Aphra_Vol_1_16"}|[]|{"title":"Star Wars: Doctor Aphra  #16"}|[]|["Star Wars: Doctor Aphra  #16"]|
black_panther:_soul_of_a_machine_vol_1_6~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/e5/Black_Panther_Soul_of_a_Machine_Vol_1_6.jpg/revision/latest/scale-to-width-down/300","title":"Black Panther: Soul of a Machine  #6","slug":"Black_Panther:_Soul_of_a_Machine_Vol_1_6"}|{"supporting_chars":[{"id":"shuri","slug":"Shuri","name":"Aja-Adanna (Shuri)"},{"id":"hatut_zeraze","slug":"Hatut_Zeraze","name":"Hatut Zeraze"},{"id":"kanesa?action=edit&redlink=1","slug":"Kanesa?action=edit&redlink=1","name":"Kanesa"}],"antagonists":[{"id":"samuel_saxon","slug":"Samuel_Saxon","name":"Machinesmith (Sam Saxon)"}],"featured_chars":[{"id":"wakandan_science_academy_advanced_studies_group?action=edit&redlink=1","slug":"Wakandan_Science_Academy_Advanced_Studies_Group?action=edit&redlink=1","name":"Wakandan Student Scientists"},{"id":"ashira_megal?action=edit&redlink=1","slug":"Ashira_Megal?action=edit&redlink=1","name":"Apprentice Ashira Megal"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"robots","slug":"Robots","name":"Robots"},{"id":"cyborgs","slug":"Cyborgs","name":"Cyborgs"}]}|{"title":"Black Panther: Soul of a Machine  #6","featured_chars":["Wakandan Student Scientists","Apprentice Ashira Megal"],"supporting_chars":["Aja-Adanna (Shuri)","Hatut Zeraze","Kanesa"],"antagonists":["Machinesmith (Sam Saxon)"],"races_species":["Humans","Robots","Cyborgs"]}|[]|["Black Panther: Soul of a Machine  #6"]|
black_panther:_soul_of_a_machine_vol_1_7~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/8/89/Black_Panther_Soul_of_a_Machine_Vol_1_7.jpg/revision/latest/scale-to-width-down/300","title":"Black Panther: Soul of a Machine  #7","slug":"Black_Panther:_Soul_of_a_Machine_Vol_1_7"}|{"supporting_chars":[{"id":"t%27challa","slug":"T%27Challa","name":"Black Panther (King T'Challa)"},{"id":"shuri","slug":"Shuri","name":"Aja-Adanna (Shuri)"}],"antagonists":[{"id":"samuel_saxon","slug":"Samuel_Saxon","name":"Machinesmith (Sam Saxon)"}],"featured_chars":[{"id":"takumi_masters?action=edit&redlink=1","slug":"Takumi_Masters?action=edit&redlink=1","name":"Takumi Masters"},{"id":"baez?action=edit&redlink=1","slug":"Baez?action=edit&redlink=1","name":"Takumi Master Baez"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"robots","slug":"Robots","name":"Robots"}]}|{"title":"Black Panther: Soul of a Machine  #7","featured_chars":["Takumi Masters","Takumi Master Baez"],"supporting_chars":["Black Panther (King T'Challa)","Aja-Adanna (Shuri)"],"antagonists":["Machinesmith (Sam Saxon)"],"races_species":["Humans","Robots"]}|[]|["Black Panther: Soul of a Machine  #7"]|
spider-man_noir:_eyes_without_a_face_vol_1_3~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d5/Spider-Man_Noir_Eyes_Without_A_Face_Vol_1_3.jpg/revision/latest/scale-to-width-down/300","title":"Spider-Man Noir: Eyes Without A Face  #3","slug":"Spider-Man_Noir:_Eyes_Without_A_Face_Vol_1_3"}|{"supporting_chars":[{"id":"federal_bureau_of_investigation","slug":"Federal_Bureau_of_Investigation","name":"F.B.I."},{"id":"jean_de_wolfe","slug":"Jean_De_Wolfe","name":"Jean De Wolfe"}],"antagonists":[{"id":"crime_master_(sammy)","slug":"Crime_Master_(Sammy)","name":"Crime Master"},{"id":"flint_marko","slug":"Flint_Marko","name":"Flint \"Sandman\" Marko"},{"id":"josef_ansell","slug":"Josef_Ansell","name":"Josef Ansell"},{"id":"otto_octavius","slug":"Otto_Octavius","name":"Dr. Otto Octavius"},{"id":"curtis_connors","slug":"Curtis_Connors","name":"Dr. Connors"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"The Spider-Man"}]}|{"title":"Spider-Man Noir: Eyes Without A Face  #3","featured_chars":["The Spider-Man"],"supporting_chars":["F.B.I.","Jean De Wolfe"],"antagonists":["Crime Master","Flint \"Sandman\" Marko","Josef Ansell","Dr. Otto Octavius","Dr. Connors"]}|[]|["Spider-Man Noir: Eyes Without A Face  #3"]|
wolverine:_savage_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/7/77/Wolverine_Savage_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Wolverine: Savage  #1","slug":"Wolverine:_Savage_Vol_1_1"}|{"antagonists":[{"id":"curtis_connors","slug":"Curtis_Connors","name":"Lizard (Curt Connors)"}],"featured_chars":[{"id":"james_howlett","slug":"James_Howlett","name":"Wolverine (Logan)"}]}|{"title":"Wolverine: Savage  #1","featured_chars":["Wolverine (Logan)"],"antagonists":["Lizard (Curt Connors)"]}|[]|["Wolverine: Savage  #1"]|
invincible_iron_man_vol_1_22~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/a0/Invincible_Iron_Man_Vol_1_22.jpg/revision/latest/scale-to-width-down/300","title":"Invincible Iron Man  #22","slug":"Invincible_Iron_Man_Vol_1_22"}|{"supporting_chars":[{"id":"donald_blake","slug":"Donald_Blake","name":"Don Blake"},{"id":"maria_hill","slug":"Maria_Hill","name":"Maria Hill"},{"id":"james_rhodes","slug":"James_Rhodes","name":"Rhodey Rhodes"},{"id":"steven_rogers","slug":"Steven_Rogers","name":"Captain America (Steve Rogers)"},{"id":"james_buchanan_barnes","slug":"James_Buchanan_Barnes","name":"Captain America (James Barnes)"},{"id":"virginia_potts","slug":"Virginia_Potts","name":"Pepper Potts"},{"id":"lisk","slug":"Lisk","name":"Dr. Lisk"},{"id":"stephen_strange","slug":"Stephen_Strange","name":"Doctor Strange (Stephen Strange)"}],"featured_chars":[{"id":"anthony_stark","slug":"Anthony_Stark","name":"Tony Stark"}]}|{"title":"Invincible Iron Man  #22","featured_chars":["Tony Stark"],"supporting_chars":["Don Blake","Maria Hill","Rhodey Rhodes","Captain America (Steve Rogers)","Captain America (James Barnes)","Pepper Potts","Dr. Lisk","Doctor Strange (Stephen Strange)"]}|[]|["Invincible Iron Man  #22"]|
realm_of_kings:_imperial_guard_vol_1_3~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/e5/Realm_of_Kings_Imperial_Guard_Vol_1_3.jpg/revision/latest/scale-to-width-down/300","title":"Realm of Kings: Imperial Guard  #3","slug":"Realm_of_Kings:_Imperial_Guard_Vol_1_3"}|{"supporting_chars":[{"id":"starjammers","slug":"Starjammers","name":"Starjammers"},{"id":"ch%27od","slug":"Ch%27od","name":"Ch'od"},{"id":"raza_longknife","slug":"Raza_Longknife","name":"Raza"}],"featured_chars":[{"id":"imperial_guard","slug":"Imperial_Guard","name":"Imperial Guard"},{"id":"mentor_(imperial_guard)","slug":"Mentor_(Imperial_Guard)","name":"Mentor"},{"id":"n%27zyr","slug":"N%27zyr","name":"Plutonia"},{"id":"neutron_(imperial_guard)","slug":"Neutron_(Imperial_Guard)","name":"Neutron"},{"id":"b%27nee_and_c%27cll","slug":"B%27nee_and_C%27cll","name":"Warstar (B'nee and C'cil)"},{"id":"hussar","slug":"Hussar","name":"Hussar"},{"id":"manta","slug":"Manta","name":"Manta"},{"id":"nev-darr","slug":"Nev-Darr","name":"Fang"},{"id":"oracle_(sybil)","slug":"Oracle_(Sybil)","name":"Oracle (Sybil)"},{"id":"starbolt","slug":"Starbolt","name":"Starbolt"},{"id":"grannz","slug":"Grannz","name":"Flashfire (Grannz)"},{"id":"shir_ydrn_talonis","slug":"Shir_Ydrn_Talonis","name":"\"Smasher\""}]}|{"title":"Realm of Kings: Imperial Guard  #3","featured_chars":["Imperial Guard","Mentor","Plutonia","Neutron","Warstar (B'nee and C'cil)","Hussar","Manta","Fang","Oracle (Sybil)","Starbolt","Flashfire (Grannz)","\"Smasher\""],"supporting_chars":["Starjammers","Ch'od","Raza"]}|[]|["Realm of Kings: Imperial Guard  #3"]|
s.w.o.r.d._vol_1_3~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/52/S.W.O.R.D._Vol_1_3.jpg/revision/latest/scale-to-width-down/300","title":"S.W.O.R.D.  #3","slug":"S.W.O.R.D._Vol_1_3"}|{"supporting_chars":[{"id":"new_mutants","slug":"New_Mutants","name":"New Mutants"},{"id":"warlock_(technarch)","slug":"Warlock_(Technarch)","name":"Warlock"},{"id":"douglas_ramsey","slug":"Douglas_Ramsey","name":"Cypher (Doug Ramsey)"}],"antagonists":[{"id":"unit","slug":"Unit","name":"Unit"}],"featured_chars":[{"id":"sentient_world_observation_and_response_department","slug":"Sentient_World_Observation_and_Response_Department","name":"S.W.O.R.D."},{"id":"abigail_brand","slug":"Abigail_Brand","name":"Abigail Brand"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Hank McCoy)"},{"id":"henry_gyrich","slug":"Henry_Gyrich","name":"Henry Gyrich"},{"id":"lockheed","slug":"Lockheed","name":"Lockheed"},{"id":"sydren","slug":"Sydren","name":"Sydren"},{"id":"cecilia_(s.w.o.r.d.)","slug":"Cecilia_(S.W.O.R.D.)","name":"Cecilia"}]}|{"title":"S.W.O.R.D.  #3","featured_chars":["S.W.O.R.D.","Abigail Brand","Beast (Hank McCoy)","Henry Gyrich","Lockheed","Sydren","Cecilia"],"supporting_chars":["New Mutants","Warlock","Cypher (Doug Ramsey)"],"antagonists":["Unit"]}|[]|["S.W.O.R.D.  #3"]|
